agg_rating,bar_name1,bar_name2,bar_name3,bar_name4,bar_name5,bar_pct1,bar_pct2,bar_pct3,bar_pct4,bar_pct5,ceo_approval_pct,ceo_approval_ratings,comp_ben_rating,company_count_QnA,company_count_jobs,company_count_photos,company_count_reviews,company_count_salaries,company_empl,company_facebook,company_hq,company_indeed_url,company_industry,company_name,company_overall_rating,company_rev,company_twitter,company_website,con_text,culture_rating,helpful_downvote_count,helpful_upvote_count,jobsec_advancement_rating,main_text,management_rating,pro_text,rating_name1,rating_name2,rating_name3,rating_name4,rating_name5,rating_scr1,rating_scr2,rating_scr3,rating_scr4,rating_scr5,review_date,review_title,reviewer_company_empl_status,reviewer_job_location,reviewer_job_title,top_list,work_life_rating 
width: 100.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 100.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,May be Seasonal,width: 100.0%;,4,5,width: 100.0%;,"MarketStar is a excellent company to work with while partnering with major companies. Google was one, and training is a blast with all of the attention and ways of delivering training to all associates about the product they have to sale.",width: 100.0%;,Excellent all the way around,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"April 11, 2015",Excellent Company, (Former Employee) –  ,Atlanta,Specialist,Best Fortune 500 Companies,width: 100.0%;
width: 60.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 40.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,Micromanagement,width: 80.0%;,1,2,width: 40.0%;,"Overview: Working for Google Express has been a great learning experience.  I have grown in many ways with a lot of different people.  I learned how to lead a team and plan a successful work day, as well as input my previous experiences from other jobs into this one which helped me excel into the position I am currently in.  ",width: 20.0%;,Great workers and free micro kitchen filled with snacks,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"April 8, 2015","Great, easy job", (Current Employee) –  ,"San Francisco, CA",Shift Lead - Warehouse Operations,Best Fortune 500 Companies,width: 100.0%;
width: 60.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 20.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,2 year contract,width: 60.0%;,,2,width: 20.0%;,I learned a lot about Austria an the other German speaking countries and their geo data. Before I started to work for Google I thought this big companies are all professionals but HR or management skills are not too professional. My co-workers were from around the world which was very unique and wonderful - to hear and learn all these languages and cultures!,width: 40.0%;,"Wonderful perks - lunch, snacks, bikes, nice campus, buses, activities",Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"April 7, 2015",A very fun place to work but knowledge management wise deficites, (Former Employee) –  ,"Mountain View, CA",Geo Visual Data Analyst,Best Fortune 500 Companies,width: 80.0%;
width: 100.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 60.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,,width: 40.0%;,,,width: 40.0%;,"Week by week Travel, and multiple tasks is provided each day to accomplish with professionalism and timing. Either we work individually or with a team, specific tasks is give appropriately to be accomplished.",width: 80.0%;,,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"April 6, 2015",Field Operation Associates, (Former Employee) –  ,Mountain view CA,Field operation associates,Best Fortune 500 Companies,width: 40.0%;
width: 60.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 80.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,"Not the best job, high turnover rate, little to no actual appreciation of its employees",width: 80.0%;,,1,width: 40.0%;,"I found that Google Express isn't a great place to set yourself up for a  lasting job. The compensation is pretty good but the expectations in relation to the actual work that is possible is outrageous and I found a frightening lack of diversity in the management staff. No Fleads i met were people of color or diverse backgrounds. I found that many of them were also from the same college and or similar backgrounds, all of which were placed in management positions without any prior experience ground level in relation to what the workload was actually like.",width: 40.0%;,"decent pay, occasional free food.",Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"April 5, 2015",A nice Pit Stop, (Former Employee) –  ,"New York, NY",Lead eCommerce Operator,Best Fortune 500 Companies,width: 40.0%;
width: 100.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 60.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,,width: 80.0%;,,,width: 80.0%;,Gain lots of knowledge by working on a different project and technology. Small team of people will working on a part of project to successful,width: 100.0%;,,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"April 1, 2015",It was new experience to work with this comonay., (Former Employee) –  ,pashwnath ESquare,Asp .Net Developer,Best Fortune 500 Companies,width: 60.0%;
width: 80.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 60.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,,width: 40.0%;,2,,width: 40.0%;,"Executed daily shopping tasks and inventory validation checks, using a range of mobile devices.",width: 40.0%;,,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"March 29, 2015","Executed daily shopping tasks and inventory validation checks, using a range of mobile devices. Worked closely with Store Managers/Employees, Store Le", (Former Employee) –  ,point of contact,store operator,Best Fortune 500 Companies,width: 100.0%;
width: 100.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 100.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,Limited work/life balance,width: 100.0%;,2,11,width: 60.0%;,"This is a great company to work for, provided you do not mind hard work and rapid change; you will love it here. Google is a very forward-thinking company on the cutting edge of technology, I definitely enjoyed my time there.",width: 80.0%;,great benefits,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"March 26, 2015",Great place to work, (Former Employee) –  ,"Atlanta, GA",Service Desk Analyst Level 1,Best Fortune 500 Companies,width: 60.0%;
width: 100.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 100.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,medical benefits,width: 100.0%;,,,width: 100.0%;,The daily routine is unpredictable at times. ,width: 100.0%;,Three meals and use of the fitness gym,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"March 25, 2015",A busy day in the catering department., (Former Employee) –  ,"Mountain View, CA",Catering Attendant,Best Fortune 500 Companies,width: 100.0%;
width: 80.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 100.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,No OT,width: 40.0%;,2,3,width: 80.0%;,I started as a dishwasher got promoted to and porter and then a Reciever there's a lot of room for growth. As a Reciever I check all food that comes into the building for my floor by temping and making sure it's 40 or below. Check to make sure the quality looks good.,width: 60.0%;,Free lunch,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"June 20, 2017",This is a Great place To Work, (Current Employee) –  ,"Manhattan, NY",Reciever/Stocker,Best Fortune 500 Companies,width: 80.0%;
width: 100.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 100.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,Short Breaks and having to wait 15 minutes to use microwave,width: 100.0%;,,,width: 100.0%;,"A typical day working at the plant includes running pipes, pulling wires, working duct banks, installing lights and light fixtures. I have learned several thing by working here.  Some of the things that i have learned while working here includes bending conduit, installing lights, operating aerial lift, and working under pressure as well as in a team setting.  The management at this site was awesome.  I felt like we really mattered as employees.  We were able to voice our opinions and whatever issues we had were resolve most of the time.  My coworkers were very great to work with.  We worked closely as a team and that allowed us to complete different tasks in a timely manner.  The hardest part of my job was having to complete outdoor task in extreme weather conditions.  The most enjoyable part of my job was going to work each morning loving what i do as well as being around my coworkers and management.  They made my job really fun.",width: 100.0%;,Health Care,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"May 14, 2015",Very productive and great environment, (Former Employee) –  ,"Moncks Corner, SC",Electrician Helper,Best Fortune 500 Companies,width: 100.0%;
width: 40.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 40.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,,width: 40.0%;,,2,width: 40.0%;,Operations Team Lead,width: 40.0%;,,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"May 14, 2015",GSX was a great opportunity to manage a high volume / high stress operations., (Former Employee) –  ,New York,Operations Team Lead,Best Fortune 500 Companies,width: 40.0%;
width: 80.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 0.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,,width: 0.0%;,,,width: 0.0%;,"Great company and people, with a fantastic campus, food, and other perks. Good work environment and workflow. If it wasn't for the long commute on the gBus, this would be an ideal place to work.",width: 0.0%;,,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"May 11, 2015",Great company and people, (Former Employee) –  ,"Mountain View, CA",App Reviewer,Best Fortune 500 Companies,width: 0.0%;
width: 80.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 80.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,hindered upward mobility for technical staff that doesn't want to move to California,width: 80.0%;,,,width: 40.0%;,"Great place to work, great peers,perks and management. The caveat being that there is only two teams that work in the local area. In order to move on you either need to change companies or move.",width: 80.0%;,Free lunches,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"May 8, 2015","Fun place to work, cool gear, local jobs prospects not so hot", (Current Employee) –  ,Council bluffs,Operations Engineer I,Best Fortune 500 Companies,width: 80.0%;
width: 80.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 80.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,,width: 80.0%;,,2,width: 80.0%;,"I work as a contractor at Google. I was happy to work along with all the bright minds around me. I learned to work on couple of new stuffs in Oracle applications domain like Oracle Applications Framework, XML Publisher, OBIEE, Ubuntu and Google tools like minority reports, Code search, Piper etc.,",width: 80.0%;,,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"May 7, 2015",Nice place to work, (Current Employee) –  ,"Mountain View, CA",Programmer Analyst,Best Fortune 500 Companies,width: 80.0%;
width: 100.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 80.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,only con is that it is difficult to be hired in full time,width: 100.0%;,,,width: 80.0%;,"great atmosphere, work is to the point, good system,",width: 100.0%;,"free breakfast, lunch, beverages",Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"May 7, 2015","very nice work culture, treated well , your opinion valued.", (Current Employee) –  ,"Mountain View, CA",Material Handler,Best Fortune 500 Companies,width: 100.0%;
width: 100.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 100.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,,width: 100.0%;,,,width: 100.0%;,Highly recommend to others considering it. Great learning experience dealing with data analytics.  Would recommend to anybody. Some people have a problem with not listening and paying attention to rules though.,width: 100.0%;,,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"May 5, 2015",It was a great opportunity., (Former Employee) –  ,North Carolina,Global Marketing and Advertising Specialist,Best Fortune 500 Companies,width: 100.0%;
width: 100.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 60.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,,width: 100.0%;,2,3,width: 80.0%;,Enjoyed every minute of it! ,width: 60.0%;,,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"May 5, 2015",Amazing place to work, (Former Employee) –  ,"Mountain View, CA",Project Coordinator/ Content Analyst,Best Fortune 500 Companies,width: 100.0%;
width: 80.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 80.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,yes,width: 80.0%;,,,width: 80.0%;,I love to work but very fall away form my house so I try to chance different area to work. I love to work in San Jose City. I love to work in driver and company full time job.,width: 80.0%;,yes,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"May 4, 2015",fun working, (Former Employee) –  ,"Palo Alto, CA",Delivery Driver,Best Fortune 500 Companies,width: 60.0%;
width: 80.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 100.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,No OT,width: 40.0%;,2,3,width: 80.0%;,I started as a dishwasher got promoted to and porter and then a Reciever there's a lot of room for growth. As a Reciever I check all food that comes into the building for my floor by temping and making sure it's 40 or below. Check to make sure the quality looks good.,width: 60.0%;,Free lunch,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"June 20, 2017",This is a Great place To Work, (Current Employee) –  ,"Manhattan, NY",Reciever/Stocker,Best Fortune 500 Companies,width: 80.0%;
width: 100.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 100.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,,width: 100.0%;,2,1,width: 100.0%;,"Productive and fun place with ping-pong table.  Strong, motivational leadership and management that knows how to bring out the best in its employees.",width: 100.0%;,,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"June 16, 2015",Productive and fun place with ping-pong table, (Current Employee) –  ,"Mountain View, CA",Moderation Quality Coordinator,Best Fortune 500 Companies,width: 100.0%;
width: 60.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 60.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,,width: 60.0%;,,1,width: 20.0%;,The management of contractors seems poor. Adecco seems to have high turnover and the new employees do not know how to manage people. ,width: 20.0%;,,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"June 15, 2015",Poor management skills, (Current Employee) –  ,"Mountain View, CA",Document Review Attorney,Best Fortune 500 Companies,width: 100.0%;
width: 100.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 100.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,Insufficient amount of hours-job is very part-time/on-call,width: 100.0%;,,,width: 100.0%;,Working for this company is great,width: 100.0%;,"Free meals, fun working environment",Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"June 15, 2015",Productive and fun work environment, (Current Employee) –  ,"Mountain View, CA",Google Candidate Host,Best Fortune 500 Companies,width: 100.0%;
width: 100.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 100.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,,width: 100.0%;,1,6,width: 60.0%;,"Great place to work, great atmosphere and co workers. Pay, benefits and training was above average. Great chance for advancement but let go of people just as quickly as they hired.",width: 80.0%;,,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"June 10, 2015",Loved Google, (Former Employee) –  ,"Ann Arbor, MI",Call Center Agent,Best Fortune 500 Companies,width: 100.0%;
width: 60.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 80.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,Trited differently than fulltimers,width: 60.0%;,4,5,width: 20.0%;,"I liked the company, but did not like that when you are contractor, even though your performance is excellent for a few years to get permanent you need to have interview",width: 20.0%;,"Free food, gym, a lot of staff",Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"June 9, 2015",Excellent environment, (Former Employee) –  ,"Mountain View, CA",Test Engineer,Best Fortune 500 Companies,width: 80.0%;
width: 40.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 60.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,"micromanagement, no room to grow, cut in hours.",width: 40.0%;,1,,width: 60.0%;,"You will be hired to become a part of a machine that is worked efficiently, will be constantly cut in hours, and greatly micromanaged. Used to be fun and creative, until new management strategy came in.",width: 40.0%;,"free lunches, although you will barely have time to go eat lunch.",Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"June 5, 2015","Used to be fun startup environment, then it became an assembly line.", (Former Employee) –  ,Mountain View,Operations Coordinator,Best Fortune 500 Companies,width: 20.0%;
width: 100.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 0.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,,width: 0.0%;,,6,width: 0.0%;,"Working as a Performance Specialist Intern for EXOS at Google consisted of working fulltime days in some of the cleanest and most innovative gyms I have seen. I learned to work in a Corporate Wellness setting, training employees of Google according to the EXOS methodology and education I obtained by attending Arizona State University. The management was excellent to work for; they were encouraging and concerned for everyone who walked in the door. My co-workers were all positive and fun to work with. The hardest part of the job was finding effective ways to utilize my time during slow times. The most enjoyable part of the job was developing interpersonal relationships with the clients and co-workers I worked with.",width: 0.0%;,,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"June 5, 2015",Performance Specialist Intern for EXOS at Google, (Former Employee) –  ,"Mountain View, CA",EXOS Performance Specialist Intern,Best Fortune 500 Companies,width: 0.0%;
width: 100.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 100.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,,width: 100.0%;,3,6,width: 60.0%;,"My team was great, the culture was great.  Felt good to go to work every day.  Always had what I needed to test and the great people in every department.",width: 80.0%;,,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"June 5, 2015",Great Company, (Current Employee) –  ,"Mount View, WI",Test Engineer,Best Fortune 500 Companies,width: 100.0%;
width: 60.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 60.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,Not an environment a person can easily thrive in,width: 60.0%;,,,width: 60.0%;,I did learn all my prep skills here however the work environment did not help me thrive. ,width: 60.0%;,learned a lot,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"June 4, 2015",Not a fun place to work, (Former Employee) –  ,Mt.View,FOOD PREP,Best Fortune 500 Companies,width: 60.0%;
width: 80.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 100.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,No OT,width: 40.0%;,2,3,width: 80.0%;,I started as a dishwasher got promoted to and porter and then a Reciever there's a lot of room for growth. As a Reciever I check all food that comes into the building for my floor by temping and making sure it's 40 or below. Check to make sure the quality looks good.,width: 60.0%;,Free lunch,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"June 20, 2017",This is a Great place To Work, (Current Employee) –  ,"Manhattan, NY",Reciever/Stocker,Best Fortune 500 Companies,width: 80.0%;
width: 100.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 100.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,No healthcare and short lunch times,width: 100.0%;,2,2,width: 60.0%;,"A typical day included unloading trucks, scanning in all products, preparing routes to be shipped, searching for lost products and setting up for the next day. While there I learned a more effective way of leadership. My co-workers were the best and always tried to help each other whenever possible. The hardest part of the job was unloading trucks. The most enjoyable part were my co-workers and peers.",width: 60.0%;,"Free lunches, Pot Lucks.",Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"July 11, 2015",Innovative and exciting new company divison., (Former Employee) –  ,"Mountain View, CA",Hub Operator/Shift Coordinator,Best Fortune 500 Companies,width: 100.0%;
width: 80.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 0.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,,width: 0.0%;,3,4,width: 0.0%;,"Learned how to manage teams varying in size to achieve daily, weekly, monthly goals.  Helped create and implement standards to help reach the above mentioned goals.",width: 0.0%;,,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"July 11, 2015",Fun and Productive, (Former Employee) –  ,"New York, NY",Store Lead,Best Fortune 500 Companies,width: 0.0%;
width: 60.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 40.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,Temp job,width: 80.0%;,1,1,width: 20.0%;,Google Express is hands down one of my favorite jobs to work at. I made a lot of good friends and met a lot of nice people working there. The company overall was fantastic. Would refer it to anyone.,width: 60.0%;,Google employee benefits.,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"July 10, 2015","A fast paced, friendly, work environment", (Former Employee) –  ,Mountain View,Store Operator,Best Fortune 500 Companies,width: 60.0%;
